Lichtblick Liste,RoWo Liste,Firmenname,Erneuerbare Energien 2,Link Stromkennzeichnung,Anmerkungen,Adresse,PLZ,Stadt,URL,RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
True,True,Stadtwerke Bochum GmbH,11.28%,https://www.stadtwerke-bochum.de/privatkunden/produkte/strom/agb_strominfos/stromkennzeichnung.html,,Ostring 28,44787,Bochum,https://www.stadtwerke-bochum.de/privatkunden.html,A,x,,,,x,,,,,
True,True,Stadtwerke Bogen GmbH,0.21%,https://www.stadtwerke-bogen.de/strom/stromkennzeichnung/,,Agendorfer Straße 19,94327,Bogen,https://www.stadtwerke-bogen.de/,A,x,,,,x,,,,,
True,,Stadtwerke Böhmetal GmbH,54.71%,https://www.swbt.de/Privatkunden/Strom/Grundversorgung?&La=1,,,,,,,,,,,,,,,,
True,,Stadtwerke Borken/Westfalen GmbH,9.16%,https://www.stadtwerke-borken.de/angebote/strom/strommix/,,,,,,,,,,,,,,,,
True,,Stadtwerke Bramsche GmbH,0.00%,https://www.stadtwerke-bramsche.de/de/Privatkunden/Strom/Preise/Stromkennzeichnung,Irreführende Beschreibung,,,,,,,,,,,,,,,
True,True,Stadtwerke Brandenburg an der Havel GmbH & Co. KG,7.86%,https://www.stwb.de/KUNDEN/Service/Verbraucherinformation/Stromkennzeichnung,,Packhofstraße 31,14776,Brandenburg an der Havel,https://www.stwb.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Bredstedt GmbH,0.00%,https://www.stadtwerke-bredstedt.de/strom/energietraegermix/,FEHLER Kohle und sonstige Fossile zusammengefasst,Markt 3,25821,Bredstedt,https://www.sw-nf.de/,A,,,,,,,,,,
True,True,Stadtwerke Bretten GmbH,0.00%,https://www.kraichgau-energie.de/privatkunden/strom/privatstrom-komfort/,nicht aktuell,Pforzheimer Str. 80-84,75015,Bretten,https://www.stadtwerke-bretten.de/,A,x,,,,x,,,,,
True,,Stadtwerke Brilon Energie GmbH,0.00%,https://www.stadtwerke-brilon.de/wp-content/uploads/2018/10/Stromkennzeichnung_SLP.pdf,FEHLER Deutschland-Mix,,,,,,,,,,,,,,,
True,True,Stadtwerke Brühl GmbH,15.71%,https://www.stadtwerke-bruehl.de/energie/bruehlstrom/stromkennzeichnung/,,Engeldorfer Straße 2,50321,Brühl,https://www.stadtwerke-bruehl.de/,A,x,,,,x,,,,x,
True,True,Stadtwerke Brunsbüttel GmbH,12.74%,https://www.stadtwerke-brunsbuettel.de/,,Eddelaker Straße 123 d,25541,Brunsbüttel,https://www.stadtwerke-brunsbuettel.de/de/,A,x,,,,x,,,,,
True,True,Stadtwerke Buchen GmbH & Co KG,28.03%,https://www.stadtwerke-buchen.de/jdownloads/Strom/2018_11_06%20Stromkennzeichnung%20Ver%20ffentlichung%20Internet.pdf,,Am Hohen Markstein 3,74722,Buchen/Odenwald,https://www.stadtwerke-buchen.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Buchholz in der Nordheide GmbH,16.26%,https://buchholz-stadtwerke.de/stromkennzeichnung.html,,Maurerstraße 10,21244,Buchholz i.d.N.,https://buchholz-stadtwerke.de/startseite.html,A,x,,,,x,,,,,
True,True,Stadtwerke Bühl GmbH,16.56%,https://www.stadtwerke-buehl.de/de/Privatkunden/Strom/Stromkennzeichnung,,Siemensstr. 5,77815,Bühl,https://www.stadtwerke-buehl.de/de/Privatkunden,A,x,,,,x,,,,,
True,,Stadtwerke Burgbernheim,0.00%,https://www.burgbernheim.de/stadtwerke.burgbernheim.de/Stromvertrieb/Stromkennzeichnung/K360.htm,FEHLER Kohle und sonstige Fossile zusammengefasst,,,,,,,,,,,,,,,
True,True,Stadtwerke Burgdorf GmbH,0.00%,https://www.stadtwerke-burgdorf.de/,nicht vorhanden,Vor dem Hannoverschen Tor 12,31303,Burgdorf,https://www.stadtwerke-burgdorf.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Burg GmbH,0.00%,https://stadtwerke-burg.de/strom/,FEHLER fehlerhafte Kennzeichnung,Schartauer Straße 58a,39288,Burg,https://stadtwerke-burg.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Buxtehude GmbH,0.00%,https://www.stadtwerke-buxtehude.de/leistungen/preise,FEHLER kein Unternehmensmix,Ziegelkamp 8,21614,Buxtehude,https://www.stadtwerke-buxtehude.de/kontakt-service,R?,,,x,,,,,"TÜV Nord, KlimaINVEST ",x,
True,True,Stadtwerke Castrop-Rauxel GmbH,100.00%,https://www.swcas.de/oekostrom/stromherkunft/stromkennzeichnung/,,Lönsstrasse 12,44575,Castrop-Rauxel,https://www.swcas.de/,R?,,,?,,,,,,,
True,True,Stadtwerke Celle GmbH,100.00%,https://stadtwerke-celle.de/strom/,,Magnusstraße 2,29221,Celle,https://stadtwerke-celle.de/,R?,,,?,,,,,TÜV Nord Grünstrom (nicht Gold),,
True,,Stadtwerke Cham GmbH,0.00%,https://www.stadtwerkecham.de/strom/vertrieb.html,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Clausthal-Zellerfeld GmbH,0.00%,http://www.stadtwerke-clausthal.de/,nicht vorhanden,Robert-Koch-Str. 5,38678,Clausthal-Zellerfeld,https://www.stadtwerke-clausthal.de/de/Home/Impressum/,?,,,,,,,,,,
True,,Stadtwerke Coesfeld GmbH,0.21%,https://www.stadtwerke-coesfeld.de/privatkunden/strom/strommix/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Cottbus GmbH,0.00%,https://www.stadtwerke-cottbus.de/de/privatkunden/themen/produkt-center/strom/stromkennzeichnung.html,nicht aktuell,Karl-Liebknecht-Straße 130,3046,Cottbus,https://www.stadtwerke-cottbus.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Crailsheim GmbH,8.47%,https://www.stw-crailsheim.de/stadtwerke-crailsheim/privatkunden/strom/stromkennzeichnung.html,FEHLER mit EEG,Fr.-Bergius-Str. 10 - 14,74564,Crailsheim,http://www.stw-crailsheim.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Dachau,21.50%,https://www.stadtwerke-dachau.de/strom/strommix.html,,Brunngartenstr. 3,85221,Dachau,https://www.stadtwerke-dachau.de/kontakt.html,A,x,,,,x,,,,,
True,True,Stadtwerke Deggendorf GmbH,15.71%,http://www.stadtwerke-deggendorf.de/strom/stromkennzeichnung/,,Graflinger Straße 36,94469,Deggendorf,https://www.stadtwerke-deggendorf.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Deidesheim GmbH,100.00%,https://www.stadtwerke-deidesheim.de/swd-wAssets/docs/Produkte/Strom/Kennzeichnung-der-Stromlieferungen-2017.pdf,,Im Kathrinenbild 5,67146,Deidesheim,https://www.stadtwerke-deidesheim.de/,R?,,,,,,,,,,
True,,Stadtwerke Delitzsch GmbH,7.01%,https://www.sw-delitzsch.de/privatkunden/service/rechtliches/energiemix/,,,,,,,,,,,,,,,,
True,,Stadtwerke Delmenhorst GmbH,100.00%,https://www.stadtwerkegruppe-del.de/fileadmin/Dateien-Marketing/1_Versorgung/2_Strom/Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Detmold GmbH,100.00%,https://www.stadtwerke-detmold.de/Strom/Energiemix/,,Am Gelskamp 10,32758,Detmold,https://www.stadtwerke-detmold.de/,B,Innogy 12.45%,,X,,,,,TÜV Nord,,
True,True,Stadtwerke Dettelbach,93.84%,https://www.dettelbach.de/sites/gensite.asp?SID=cms2611201815561628107272&Art=0621:627:633,,Luitpold-Baumann-Str. 1,97337,Dettelbach,https://www.dettelbach.de/sites/gensite.asp?SID=cms1408201921145925519776&Art=02&WB=1,A,x,,,,x,,,,,
True,,Stadtwerke Diez GmbH,8.07%,https://www.stadtwerke-diez.de/strom/stromkennzeichnung.html,FEHLER Umweltbelastungen,,,,,,,,,,,,,,,
True,,Stadtwerke Dillingen/Saar GmbH,3.61%,https://www.swd-saar.de/strom/zusaetzliche-infos/,,,,,,,,,,,,,,,,
True,,Stadtwerke Dingolfing GmbH,36.09%,https://www.stadtwerke-dingolfing.de/upload/strom/strom_vertrieb/Energiemix%202017%20Teil%201.pdf,,,,,,,,,,,,,,,,
True,,Stadtwerke Dinkelsbühl,11.89%,https://www.sw-dinkelsbuehl.de/de/netze/strom/veroeffentlichungspflichten/grund-und-ersatzversorgung.html,,,,,,,,,,,,,,,,
True,True,Stadtwerke Dinslaken GmbH,22.27%,https://www.stadtwerke-dinslaken.de/privatkunden/strom/uebersicht/weitere-produkte-und-informationen/stromkennzeichnzeichnung.html#pane-22,,Gerhard-Malina-Strasse 1,46537,Dinslaken,https://www.stadtwerke-dinslaken.de/privatkunden/startseite.html,A,x,,,,x,,,,,
True,True,Stadtwerke Ditzingen GmbH & Co. KG,0.00%,https://www.sw-ditzingen.de/privatkunden/strom/kennzeichnung/,nicht aktuell,Bauernstraße 76/1,71254,Ditzingen,https://www.sw-ditzingen.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Döbeln GmbH,0.21%,https://www.stadtwerke-doebeln.de/Stromkennzeichnung::57,,Rosa-Luxemburg-Str. 9,4720,Döbeln,https://www.stadtwerke-doebeln.de/,A,x,,,,x,,,,,
True,,Stadtwerke Dorfen GmbH,0.00%,https://www.stadtwerke-dorfen.de/produkte/strom/tarife#t-s-privat-gewerbe,nicht aktuell,,,,,,,,,,,,,,,
True,,Stadtwerke Dreieich GmbH,2.34%,https://www.stadtwerke-dreieich.de/produkte/strom/stromkennzeichnung/?caba6d5024314290398a946348a0c011=CqZJ5gHRS8LDsdGUD4QJK0,,,,,,,,,,,,,,,,
True,True,Stadtwerke Duisburg AG,2.09%,https://www.stadtwerke-duisburg.de/fileadmin/user_upload/Tarifdaten/Strom/Stromkennzeichnung_2018_November.pdf,,Bungertstr. 27,47053,Duisburg,https://www.stadtwerke-duisburg.de/,A,x,,,,x,,,,,
True,,Stadtwerke Dülmen GmbH,6.70%,https://www.stadtwerke-duelmen.de/privatkunden/strom/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Düren GmbH,0.00%,https://www.stadtwerke-dueren.de/privatkunden/produkte/strom/unser-strommix/,nicht aktuell,Arnoldsweilerstr. 60,52351,Düren,https://www.stadtwerke-dueren.de/corporate/karriere/,A,x,,,,x,,,,,
True,True,Stadtwerke Düsseldorf AG,7.83%,https://www.swd-ag.de/medien/dokumente/vertragsbestaetigungen/stromkennzeichnung.pdf,,Höherweg 100,40233,Düsseldorf,https://www.swd-ag.de/,A,x,,,,x,,,,,
True,,Stadtwerke Eberbach,0.42%,http://www.stadtwerke-eberbach.de/strom.html,,,,,,,,,,,,,,,,
True,True,Stadtwerke Ebermannstadt Versorgungsbetriebe GmbH,55.32%,https://www.stadtwerke-ebermannstadt.de/ebermannstadtGips/Ebermannstadt/stadtwerke-ebermannstadt2.de/Strom/Tarife-Netzgebiet-Bayernwerk-/Preise-und-Antraege-Netzgebiet-Bayernwerk/Stromkennzeichnung.pdf#search=stromkennzeichnung,,Forchheimer Straße 29,91320,Ebermannstadt,https://www.stadtwerke-ebermannstadt.de/de/Fussnavigation/Impressum/,A,,,,,,,,,,
True,True,Stadtwerke Eckernförde GmbH,7.35%,https://www.stadtwerke-eckernfoerde.de/index.php/strom.html,,Bormbrook 1,24340,Eckernförde,https://www.stadtwerke-eckernfoerde.de/index.php/unternehmen.html,A,x,,,,x,,,,,
True,,Stadtwerke Eichstätt Versorgungs-GmbH,27.18%,https://www.stadtwerke-eichstaett.de/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,,Stadtwerke Eilenburg GmbH,0.00%,https://www.eilenburger-stadtwerke.de/privatkunden/strom/veroeffentlichungsdaten,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Einbeck GmbH,50.75%,https://www.stadtwerke-einbeck.de/strom/stromkennzeichnung/,,Grimsehlstraße 17,37574,Einbeck,https://www.stadtwerke-einbeck.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Eisenberg Energie GmbH,10.64%,https://portal.stadtwerke-eisenberg.de/Strom-Mix-cbdzasFAFzqEAAAAE1j24OvEOF-SWE-SWEPortal-Site-WFS-de_DE-EUR%3Bsid=L73_iCZud7nDLndnknfmQ46uRhlt8k_Kvcc=,,Etzdorfer Str. 2,7607,Eisenberg,https://portal.stadtwerke-eisenberg.de/,A,x,,,,x,,,,,
True,,Stadtwerke Eisenhüttenstadt GmbH,0.00%,https://swehst.de/huettestrom/energiemix/,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Elbtal GmbH,4.61%,https://www.stadtwerke-elbtal.de/C1257C900056C2B3/2E609DFD4B7CAD9CC1257C7D0025B4C2/$FILE/Stadtwerke-Elbtal-Stromkennzeichnung.pdf,,Neubrunnstraße 8,1445,Radebeul,https://www.stadtwerke-elbtal.de/swelbtal/InfoPortal/startseite,A,x,,,,x,,,,,
True,True,Stadtwerke Elm-Lappwald GmbH,0.00%,https://www.stadtwerke-elm-lappwald.de/privatkunden/strom/stromkennzeichnung/,nicht aktuell,Marktstraße 18,38154,Königslutter am Elm,https://www.stadtwerke-elm-lappwald.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Elmshorn,44.85%,https://www.stadtwerke-elmshorn.de/de/Privatkunden/Energie-Wasser/Strom/STROM-Plus/STROM-Plus/Stromkennzeichnung2017.pdf,,Westerstr. 50 - 54,25336,Elmshorn,https://www.stadtwerke-elmshorn.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Elzach Versorgungs- und Kurbetriebe,0.00%,"https://www.elzach.de/,Lde/startseite/rathaus+_+service/strom.html",nicht aktuell,Hauptstraße 99,79215,Elzach,"https://www.elzach.de/,Lde/startseite/rathaus+_+service/eigenbetrieb+stadtwerke.html",A,,,,,,,,,,
True,True,Stadtwerke Emden GmbH,0.00%,https://stadtwerke-emden.de/strom/privatkunden/,nicht aktuell,Martin-Faber-Str. 11,26725,Emden,https://stadtwerke-emden.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Emmendingen GmbH,100.00%,https://swe-emmendingen.de/wp-content/uploads/2012/10/Stromkennzeichnung_2017.pdf,,Am Gaswerk 1,79312,Emmendingen,https://swe-emmendingen.de/,?,,,,,,,,,,
True,True,Stadtwerke Emmerich GmbH,67.87%,https://www.stadtwerke-emmerich.de/de/Netzbetrieb/Stromnetz/Stromkennzeichnung_58162.html,,Wassenbergstraße 1,46446,Emmerich,https://www.stadtwerke-emmerich.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Emsdetten GmbH,38.99%,https://www.stadtwerke-emsdetten.de/service/veroeffentlichungspflichten/,,Moorbrückenstraße 30,48282,Emsdetten,https://www.stadtwerke-emsdetten.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Energie Jena-Pößneck GmbH,100.00%,https://www.stadtwerke-jena.de/privatkunden/strom/allgemeines.html,,Rudolstädter Straße 39,7745,Jena,https://www.stadtwerke-jena.de/privatkunden.html,A,x,,,,X,,,,,
True,True,Stadtwerke Engen GmbH,74.73%,http://www.stadtwerke-engen.de/engenGips/Gips?SessionMandant=Engen&Anwendung=CMSWEBPAGE&Methode=RefreshHTMLAusgabe&RessourceID=37163&Container.Children:1.SelectedChildIndex=0&Container.Children:1.Container.Children:0.SelectedFolderID=11793#DownloadCenter_38424,,Eugen-Schädler-Str. 3,78234,Engen,https://www.stadtwerke-engen.de/,A,x,,,,x,,,,,
True,,Stadtwerke Eppingen GmbH & Co. KG,0.00%,https://www.stadtwerke-eppingen.de/strom.html,nicht vorhanden,,,,,,,,,,,,,,,
True,True,Stadtwerke Erkrath GmbH,100.00%,https://www.stadtwerke-erkrath.de/privatkunden/strom/strommix/,,Gruitener Straße 27,40699,Erkrath,https://www.stadtwerke-erkrath.de/,?,,,,,,,,,,
True,True,Stadtwerke Eschwege GmbH,8.28%,https://www.stadtwerke-eschwege.de/de/Strom/Stromkennzeichnung/,,Niederhoner Straße 36,37269,Eschwege,https://www.stadtwerke-eschwege.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Essen AG,45.22%,https://www.stadtwerke-essen.de/fileadmin/user_upload/PDF/Strom/Essenstrom/EssenStrom_Energietra__germix_2018-11.pdf,,Rüttenscheider Straße 27 - 37,45128,Essen,https://www.stadtwerke-essen.de/,B,,x,,,x,,,,,
True,True,Stadtwerke Ettlingen GmbH,40.38%,https://www.sw-ettlingen.de/de/Strom/Mehr-Infos-zum-Strom/,,Hertzstraße 33,76275,Ettlingen,https://www.sw-ettlingen.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Eutin GmbH,91.04%,https://www.stadtwerke-eutin.de/eutinGips/Gips?SessionMandant=Eutin&Anwendung=EnWGKnotenAnzeigen&PrimaryId=9&Mandantkuerzel=Eutin&Navigation=J,,Holstenstraße 6,23701,Eutin,https://www.stadtwerke-eutin.de/,R?,4.3% Erdgas,?,x,,,,, OKPower ok siegel ,,
True,True,Stadtwerke EVB Huntetal GmbH,16.30%,https://www.stadtwerke-huntetal.de/de/Privatkunden/Strom/,,Amelogenstr. 1,49356,Diepholz,https://www.stadtwerke-huntetal.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Fellbach GmbH,4.05%,http://www.stadtwerke-fellbach.de/fileadmin/user_upload/sparte/strom/strommix.pdf,,Ringstraße 5,70736,Fellbach,https://www.stadtwerke-fellbach.de/,A,,,,,,,,,x,
True,True,Stadtwerke Feuchtwangen,100.00%,https://stadtwerke-feuchtwangen.de/index.php/vertrieb-tarife.html,,Ansbacher Straße 29,91555,Feuchtwangen,https://stadtwerke-feuchtwangen.de/startseite.html,A,,,,,,,,,,
True,True,Stadtwerke Finsterwalde GmbH,49.89%,https://www.stadtwerke-finsterwalde.de/cms/Strom/Stromkennzeichnung/Stromkennzeichnung/Stromkennzeichung-SF-2018.pdf,,Langer Damm 14,3238,Finsterwalde,https://www.stadtwerke-finsterwalde.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Flensburg GmbH,12.05%,https://www.stadtwerke-flensburg.de/fileadmin/user_upload/pdf/strom/Strommix/Strommix-SWFL-2017.pdf,,Batteriestr. 48,24939,Flensburg,http://www.stadtwerke-flensburg.de/,A,,,,,,,,,,
True,True,Stadtwerke Forchheim GmbH,77.07%,https://www.stadtwerke-forchheim.de/legal/pflichtveroeffentlichungen/,,Haidfeldstrasse 8,91301,Forchheim,https://www.stadtwerke-forchheim.de/,A,x,,,,x,,,,,
True,,Stadtwerke Forst GmbH,19.96%,https://www.stadtwerke-forst.de/strom,,,,,,,,,,,,,,,,
True,True,Stadtwerke Frankenthal GmbH,0.00%,https://www.stw-frankenthal.de/_Resources/Persistent/111a52a7352ec07f1943e1e4e945c032ff31524a/2017_Stromkennzeichnung_FT.pdf,,Wormser Str. 111,67227,Frankenthal,https://www.stw-frankenthal.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Frankfurt (Oder) GmbH,12.40%,https://www.stadtwerke-ffo.de/strom/veroeffentlichungen/,,Karl-Marx-Straße 195,15230,Frankfurt (Oder),https://www.stadtwerke-ffo.de/kundencentrum/service/,A,x,,,,x,,,,,
True,True,Stadtwerke Freudenberg GmbH & Co. KG,0.64%,http://www.stadtwerke-freudenberg.de/de/Strom/Stromkennzeichnung/,,Hauptstraße 152,97896,Freudenberg,https://www.stadtwerke-freudenberg.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Freudenstadt GmbH & Co. KG,8.70%,https://www.stadtwerke-freudenstadt.de/de/Privatkunden/Strom/Strommix,,Reichsstraße 9,72250,Freudenstadt,https://www.stadtwerke-freudenstadt.de/de/Privatkunden,A,x,,,,x,,,,,
True,,Stadtwerke Friedrichsthal GmbH & Co. KG,78.56%,https://www.kommpower.de/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,,Stadtwerke Fröndenberg GmbH,2.97%,https://www.stadtwerke-froendenberg.de/bilder/Kennzeichnung2017.jpg,,,,,,,,,,,,,,,,
True,True,Stadtwerke Fürstenfeldbruck GmbH,100.00%,https://www.stadtwerke-ffb.de/de/Privatkunden/Strom/Informationen/Stromkennzeichnung/,,Bullachstrasse 27,82256,Fürstenfeldbruck,https://www.stadtwerke-ffb.de/,R?,,,?,,,,X,TÜV Nord,,
True,,Stadtwerke Furth im Wald GmbH & Co. KG,0.42%,https://www.stadtwerke-furth.de/index.php/vertrieb/vertrieb-veroeffentlichung/category/129-stromkennzeichnung,,,,,,,,,,,,,,,,
True,,Stadtwerke Gaggenau,0.21%,https://www.stadtwerke-gaggenau.de/de/Privatkunden/Strom/Nuetzliche-Informationen-zu-Ihrem-Strompreis/Informationen-zu-Ihrem-Strompreis.html,,,,,,,,,,,,,,,,
True,True,Stadtwerke Garbsen GmbH,8.70%,https://www.stadtwerke-garbsen.de/_Resources/Persistent/2c278fae886552d6531319332c6c104a6be15c9b/Stromkennzeichnung%202018.pdf,,Kochslandweg 20-22,30823,Garbsen,https://www.stadtwerke-garbsen.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Geesthacht GmbH,0.00%,https://www.stadtwerke-geesthacht.de/strom.html,nicht vorhanden,Elbuferstraße 48-54,21502,Geesthacht,https://www.stadtwerke-geesthacht.de/startseite,A,x,,,,x,,,,,
True,True,Stadtwerke Geldern GmbH,0.00%,https://www.stadtwerke-geldern.de/privatkunden/strom/stromkennzeichnung,nicht aktuell,Markt 25,47608,Geldern,https://www.stadtwerke-geldern.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Gelnhausen GmbH,0.42%,https://www.stadtwerke-gelnhausen.de/faq/stromkennzeichnung.html,,Philipp-Reis-Straße 1 - 3,63571,Gelnhausen,https://www.stadtwerke-gelnhausen.de/startseite.html,A,x,,,,x,,,,,
True,True,Stadtwerke Gengenbach,4.03%,https://www.stadtwerke-gengenbach.de/index.php?id=131&L=0,,Hauptstraße 17,77723,Gengenbach,https://www.stadtwerke-gengenbach.de/index.php?id=4,A,x,,,,x,,,,,
True,True,Stadtwerke Georgsmarienhütte GmbH,15.29%,http://www.sw-gmhuette.de/de/Produkte-Preise/Strom/Stromkennzeichnung1/,,Malbergerstraße 13,49124,Georgsmarienhütte,http://www.sw-gmhuette.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Germersheim GmbH,81.95%,https://www.stw-ger.de/de/Strom/Germersheim-Sondernheim/Stromkennzeichnung/,,Gaswerkstraße 3,76726,Germersheim,https://www.stw-ger.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Gescher GmbH,0.00%,https://www.stadtwerke-gescher.de/produkte/strom/stromkennzeichnung/,FEHLER nicht lesbar,Inselstr. 5,48712,Gescher,https://www.stadtwerke-gescher.de/,R?,,,,,,,,,,
True,True,Stadtwerke Gießen AG,15.13%,https://www.swg-energie.de/fileadmin/user_upload/PDF/02_Energie/01_Privatkunden/01_Strom/Stromkennzeichen_2017_TK.pdf,,Lahnstraße 31,35398,Gießen,https://www.swg-konzern.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Gifhorn GmbH,4.25%,https://www.stadtwerke-gifhorn.de/privatkunden/strom/stromkennzeichnung/index.htm,,Torstraße 7,38518,Gifhorn,https://www.stadtwerke-gifhorn.de/,A,x,,,,x,,,,,
True,,Stadtwerke Glauchau Dienstleistungsgesellschaft mbH,0.00%,https://www.stadtwerke-glauchau.de/pdf/stromkennzeichnung-2018-referenzjahr-2017.pdf?mod=1540886137,,,,,,,,,,,,,,,,
True,True,Stadtwerke Glückstadt GmbH,0.00%,https://www.stadtwerke-glueckstadt.de/oekostrom/oekostrom/,nicht aktuell,Bahnhofstrasse 2,25348,Glückstadt,https://www.stadtwerke-glueckstadt.de/,A,x,,,,x,,,,,
True,,Stadtwerke GmbH Bad Kreuznach,0.40%,https://www.kreuznacherstadtwerke.de/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Goch GmbH,72.78%,https://www.stadtwerke-goch.de/fileadmin/redakteur/Gesch%C3%A4ftskunden/Stromkennzeichnung_2017.pdf,,Postfach 100553,47574,Goch,https://www.stadtwerke-goch.de/stadtwerke-goch/,A,,,,,,,,,x,
True,True,Stadtwerke Görlitz AG,100.00%,https://www.stadtwerke-goerlitz.de/privatkunden/produkte/strom/,FEHLER Deutschland-Mix,Demianiplatz 23,2826,Görlitz,https://www.stadtwerke-goerlitz.de/privatkunden/,A,x,,,,X,,,,,
True,,Stadtwerke Gotha GmbH,1.27%,https://www.stadtwerke-gotha.de/strom/energiemix/,,,,,,,,,,,,,,,,
True,,Stadtwerke Göttingen AG,53.05%,https://www.stadtwerke-goettingen.de/produkte/goestrom/strom-mix/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Greven GmbH,10.64%,https://www.stadtwerke-greven.de/de/Strom/Stromtarife/Stromtarife/Stromkennzeichnung,,Saerbecker Str. 77-78,48268,Greven,https://www.stadtwerke-greven.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Grevesmühlen GmbH,7.64%,https://www.stadtwerke-gvm.de/de/produkte-leistungen/strom.html,,Grüner Weg 26,23936,Grevesmühlen,https://www.stadtwerke-gvm.de/de/start.html,A,x,,,,x,,,,,
True,True,Stadtwerke Grimma GmbH,43.50%,https://www.stadtwerke-grimma.de/wp-content/uploads/2018/10/Energietr%C3%A4germix.pdf,FEHLER mit EEG,Lange Straße 17,4668,Grimma,https://www.stadtwerke-grimma.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Gronau GmbH,31.47%,https://www.stadtwerke-gronau.de/unsere-angebote/strom/stromkennzeichnung/,,Laubstiege 19,48599,Gronau,https://www.stadtwerke-gronau.de/startseite/,A,x,,,,x,,,,,
True,,Stadtwerke Großalmerode GmbH & Co. KG - Eine Marke der Städtische Werke AG Kassel,60.72%,https://www.stadtwerke-grossalmerode.de/produkte/strom/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Groß-Gerau Versorgungs GmbH,0.00%,http://www.ggv-energie.de/cms/strom/stadt/tarife/tarifinformationen/strommix.php,FEHLER Deutschland-Mix,Darmstädter Strasse 53,64521,Groß-Gerau,http://ggv-energie.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Grünstadt GmbH,4.03%,https://www.swen-gruenstadt.de/swen/service/downloads/?navid=961883961883#anchor_f22b180f_Accordion-Strom,,Max-Planck-Str. 12,67269,Grünstadt,https://www.swen-gruenstadt.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Gunzenhausen GmbH,0.00%,https://www.swg-gun.de/index.php/swg/Strom/Stromkennzeichnung,nicht aktuell,Nürnbergerstr. 19-21,91710,Gunzenhausen,https://www.swg-gun.de/,A,x,,,,x,,,,,
True,,Stadtwerke Güstrow GmbH,0.21%,https://www.stadtwerke-guestrow.de/unsere-produkte/strom/ueber-stromissimorstrom/#c295,,,,,,,,,,,,,,,,
True,True,Stadtwerke Gütersloh GmbH,11.99%,https://www.stadtwerke-gt.de/privatkunden/strom/grund-und-ersatzversorgung/,,Berliner Str. 260,33330,Gütersloh,https://www.stadtwerke-gt.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Haan GmbH,3.82%,https://stadtwerke-haan.de/,,Leichlinger Straße 2,42781,Haan,https://stadtwerke-haan.de/home.html,A,x,,,,x,,,,,
True,True,Stadtwerke Hagenow GmbH,23.57%,http://www.stadtwerke-hagenow.de/wp-content/uploads/Stromkennzeichnung-2017.pdf,,Bahnhofstraße 87,19230,Hagenow,https://www.stadtwerke-hagenow.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Haiger,74.95%,http://www.stadtwerkehaiger.de/de/Energie-Wasser/Strom/Stromkennzeichnung.html,,Hüttenstraße 18,35708,Haiger,https://www.stadtwerkehaiger.de/,A,x,,,,x,,,,,
